county_state,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating,median_acute_care_rating,pct_acute_care
"WILSON, TX",1,1.0,4.0,4.0,100.0
"WILSON, TN",1,1.0,2.0,2.0,100.0
"WILSON, NC",1,1.0,3.0,3.0,100.0
"WELLS, IN",1,1.0,3.0,3.0,100.0
"NASSAU, FL",1,1.0,4.0,4.0,100.0
"WEBSTER, MS",1,1.0,3.0,3.0,100.0
"WEBSTER, NE",1,,,,
"WEBSTER, WV",1,,,,
"NASH, NC",1,1.0,1.0,1.0,100.0
"MONTGOMERY, MS",1,,,,
"WEXFORD, MI",1,1.0,5.0,5.0,100.0
"MUHLENBERG, KY",1,1.0,4.0,4.0,100.0
"MOUNTRAIL, ND",1,,,,
"WHITE, TN",1,1.0,3.0,3.0,100.0
"WILBARGER, TX",1,1.0,3.0,3.0,100.0
"MORGAN, KY",1,,,,
"MORGAN, IN",1,1.0,5.0,5.0,100.0
"WHITE, IN",1,,,,
"MORGAN, IL",1,1.0,4.0,4.0,100.0
"MORGAN, GA",1,,,,
"WICOMICO, MD",1,1.0,5.0,5.0,100.0
"MORTON, KS",1,1.0,3.0,3.0,100.0
"WHITE PINE, NV",1,,,,
"WICHITA, KS",1,,,,
"WHITFIELD, GA",1,1.0,4.0,4.0,100.0
"MORGAN, AL",1,1.0,3.0,3.0,100.0
"WHITLEY, IN",1,1.0,4.0,4.0,100.0
"WHITLEY, KY",1,1.0,2.0,2.0,100.0
"MORGAN, WV",1,,,,
"MORRILL, NE",1,,,,
"MOODY, SD",1,,,,
"MONTROSE, CO",1,1.0,4.0,4.0,100.0
"WHITE, AR",1,1.0,4.0,4.0,100.0
"MORRIS, KS",1,,,,
"WILCOX, AL",1,1.0,,,100.0
"MORRISON, MN",1,,,,
"WILKES, GA",1,,,,
"WILKES, NC",1,1.0,3.0,3.0,100.0
"WHEATLAND, MT",1,,,,
"MORROW, OH",1,,,,
"WHATCOM, WA",1,1.0,4.0,4.0,100.0
"MORROW, OR",1,,,,
"WILKIN, MN",1,,,,
"WHARTON, TX",1,1.0,3.0,3.0,100.0
"WILKINSON, MS",1,,,,
"WINCHESTER CITY, VA",1,1.0,2.0,2.0,100.0
"NELSON, KY",1,1.0,3.0,3.0,100.0
"NELSON, ND",1,,,,
"WISE, VA",1,1.0,3.0,3.0,100.0
"NORTH SLOPE BOROUH, AK",1,,,,
"NORMAN, MN",1,,,,
"WASHINGTON, OK",1,1.0,3.0,3.0,100.0
"WOOD, OH",1,1.0,3.0,3.0,100.0
"NOME, AK",1,,,,
"NOLAN, TX",1,1.0,4.0,4.0,100.0
"NODAWAY, MO",1,1.0,4.0,4.0,100.0
"NIOBRARA, WY",1,,,,
"NOBLES, MN",1,1.0,3.0,3.0,100.0
"MONROE, TN",1,1.0,3.0,3.0,100.0
"NOBLE, OK",1,1.0,3.0,3.0,100.0
"WISE, TX",1,1.0,2.0,2.0,100.0
"NOBLE, IN",1,1.0,4.0,4.0,100.0
"WASHINGTON, TX",1,1.0,3.0,3.0,100.0
"NORTHUMBERLND, PA",1,1.0,3.0,3.0,100.0
"MONROE, MI",1,1.0,3.0,3.0,100.0
"NORTHWEST ARTIC BOROUGH, AK",1,,,,
"MOORE, NC",1,1.0,4.0,4.0,100.0
"NORTON, KS",1,,,,
"WASHINGTON, NE",1,,,,
"NORTON CITY, VA",1,1.0,4.0,4.0,100.0
"WASHINGTON, NC",1,,,,
"NOWATA, OK",1,,,,
"MONROE, IA",1,,,,
"NOXUBEE, MS",1,,,,
"MONROE, GA",1,,,,
"NUCKOLLS, NE",1,,,,
"WASHINGTON, MS",1,1.0,2.0,2.0,100.0
"WASHINGTON, MO",1,,,,
"NYE, NV",1,,,,
"WOOD, WV",1,1.0,2.0,2.0,100.0
"WASHINGTON, UT",1,1.0,4.0,4.0,100.0
"NICOLLET, MN",1,,,,
"WAYNE, PA",1,1.0,4.0,4.0,100.0
"WAYNE, MS",1,1.0,2.0,2.0,100.0
"WINNESHIEK, IA",1,,,,
"WAYNE, IA",1,,,,
"NEW KENT, VA",1,,,,
"WAYNE, IL",1,,,,
"WINN, LA",1,1.0,3.0,3.0,100.0
"WAYNE, KY",1,,,,
"WINKLER, TX",1,,,,
"NICHOLAS, WV",1,1.0,2.0,2.0,100.0
"WAYNE, NE",1,,,,
"WAYNE, NY",1,1.0,2.0,2.0,100.0
"MONTGOMERY, IN",1,1.0,3.0,3.0,100.0
"NEOSHO, KS",1,,,,
"NEMAHA, NE",1,,,,
"MONTGOMERY, KS",1,1.0,3.0,3.0,100.0
"WAYNE, GA",1,1.0,3.0,3.0,100.0
"NEWAYGO, MI",1,,,,
"WAUSHARA, WI",1,,,,
"NEWBERRY, SC",1,1.0,4.0,4.0,100.0
"WINONA, MN",1,1.0,3.0,3.0,100.0
"MONTGOMERY, IA",1,,,,
"NEWPORT, RI",1,1.0,5.0,5.0,100.0
"WINSTON, AL",1,1.0,5.0,5.0,100.0
"NEWTON, GA",1,1.0,2.0,2.0,100.0
"WATAUGA, NC",1,1.0,4.0,4.0,100.0
"NEWTON, MO",1,,,,
"MONTEZUMA, CO",1,,,,
"WASHITA, OK",1,,,,
"NEZ PERCE, ID",1,1.0,3.0,3.0,100.0
"WINSTON, MS",1,1.0,,,100.0
"MONTAGUE, TX",1,1.0,2.0,2.0,100.0
"WASHINGTON, VA",1,1.0,2.0,2.0,100.0
"MONROE, KY",1,1.0,3.0,3.0,100.0
"SILVER BOW, MT",1,1.0,3.0,3.0,100.0
"PAGE, VA",1,,,,
"SAN JUAN, WA",1,,,,
"RUTLAND, VT",1,1.0,3.0,3.0,100.0
"SUMTER, AL",1,1.0,,,100.0
"RUTHERFORD, NC",1,1.0,3.0,3.0,100.0
"RUSSELL, VA",1,1.0,3.0,3.0,100.0
"RUSSELL, KY",1,,,,
"RUSSELL, KS",1,,,,
"RUSSELL, AL",1,1.0,5.0,5.0,100.0
"SUMTER, GA",1,1.0,3.0,3.0,100.0
"RUSK, WI",1,,,,
"RUSK, TX",1,1.0,3.0,3.0,100.0
"RUSH, KS",1,,,,
"RUSH, IN",1,,,,
"ROWAN, NC",1,1.0,1.0,1.0,100.0
"SUMTER, SC",1,1.0,2.0,2.0,100.0
"ROWAN, KY",1,1.0,2.0,2.0,100.0
"ROUTT, CO",1,1.0,4.0,4.0,100.0
"ROSS, OH",1,1.0,4.0,4.0,100.0
"ROSEBUD, MT",1,,,,
"ROSEAU, MN",1,,,,
"SABINE, LA",1,1.0,3.0,3.0,100.0
"SABINE, TX",1,,,,
"SAC, IA",1,,,,
"SUFFOLK CITY, VA",1,1.0,4.0,4.0,100.0
"STODDARD, MO",1,1.0,2.0,2.0,100.0
"STOKES, NC",1,,,,
"STONE, AR",1,,,,
"STONE, MS",1,,,,
"STONEWALL, TX",1,,,,
"SAN BENITO, CA",1,1.0,2.0,2.0,100.0
"SAN AUGUSTINE, TX",1,,,,
"SAMPSON, NC",1,1.0,2.0,2.0,100.0
"SULLIVAN, IN",1,,,,
"SAINT CROIX ISLAND, VI",1,1.0,2.0,2.0,100.0
"SULLIVAN, MO",1,,,,
"SULLIVAN, NH",1,,,,
"SUMMERS, WV",1,,,,
"SALEM CITY, VA",1,1.0,3.0,3.0,100.0
"SUMMIT, CO",1,1.0,4.0,4.0,100.0
"SUMMIT, UT",1,1.0,4.0,4.0,100.0
"SAIPAN, MP",1,1.0,,,100.0
"SAINT THOMAS ISLAND, VI",1,1.0,3.0,3.0,100.0
"ROOSEVELT, NM",1,1.0,3.0,3.0,100.0
"ROOKS, KS",1,,,,
"SUSSEX, NJ",1,1.0,3.0,3.0,100.0
"RICHLAND, IL",1,1.0,3.0,3.0,100.0
"TAOS, NM",1,,,,
"TATE, MS",1,1.0,3.0,3.0,100.0
"TATTNALL, GA",1,,,,
"TAYLOR, FL",1,1.0,2.0,2.0,100.0
"TAYLOR, KY",1,1.0,4.0,4.0,100.0
"RICHLAND, WI",1,,,,
"RICHLAND, MT",1,,,,
"TAYLOR, WI",1,,,,
"RICHARDSON, NE",1,,,,
"RINGGOLD, IA",1,,,,
"TAYLOR, WV",1,,,,
"RICE, KS",1,,,,
"RHEA, TN",1,,,,
"REPUBLIC, KS",1,,,,
"RENVILLE, MN",1,,,,
"TEHAMA, CA",1,1.0,3.0,3.0,100.0
"TELLER, CO",1,,,,
"REFUGIO, TX",1,,,,
"TANEY, MO",1,1.0,3.0,3.0,100.0
"RIO ARRIBA, NM",1,1.0,4.0,4.0,100.0
"ROGER MILLS, OK",1,,,,
"ROBESON, NC",1,1.0,2.0,2.0,100.0
"SUTTER, CA",1,1.0,,,100.0
"SUTTON, TX",1,,,,
"ROCKINGHAM, NC",1,1.0,3.0,3.0,100.0
"ROCKDALE, GA",1,1.0,2.0,2.0,100.0
"ROCKCASTLE, KY",1,1.0,4.0,4.0,100.0
"SUWANNEE, FL",1,,,,
"SWEET GRASS, MT",1,,,,
"ROCK, MN",1,,,,
"ROBERTSON, TN",1,1.0,1.0,1.0,100.0
"TALLAHATCHIE, MS",1,,,,
"ROBERTS, SD",1,,,,
"ROANOKE CITY, VA",1,1.0,2.0,2.0,100.0
"ROANE, WV",1,,,,
"ROANE, TN",1,1.0,2.0,2.0,100.0
"RIPLEY, MO",1,1.0,3.0,3.0,100.0
"RIO GRANDE, CO",1,,,,
"SWISHER, TX",1,,,,
"TALBOT, MD",1,1.0,3.0,3.0,100.0
"STILLWATER, MT",1,,,,
"STEVENS, MN",1,,,,
"PALO ALTO, IA",1,,,,
"STEVENS, KS",1,,,,
"SOMERVELL, TX",1,1.0,3.0,3.0,100.0
"SHAWANO, WI",1,,,,
"SPALDING, GA",1,1.0,2.0,2.0,100.0
"SHARKEY, MS",1,1.0,,,100.0
"SEWARD, NE",1,,,,
"SEWARD, KS",1,1.0,2.0,2.0,100.0
"SEVIER, UT",1,1.0,4.0,4.0,100.0
"SEVIER, TN",1,1.0,2.0,2.0,100.0
"SEVIER, AR",1,,,,
"SEQUOYAH, OK",1,1.0,4.0,4.0,100.0
"SPINK, SD",1,,,,
"SPOTSYLVANIA, VA",1,1.0,3.0,3.0,100.0
"SEMINOLE, OK",1,1.0,3.0,3.0,100.0
"ST. BERNARD, LA",1,1.0,2.0,2.0,100.0
"SEMINOLE, GA",1,1.0,4.0,4.0,100.0
"ST. CHARLES, LA",1,1.0,3.0,3.0,100.0
"ST. CLAIR, AL",1,1.0,5.0,5.0,100.0
"ST. CLAIR, MO",1,,,,
"SEDGWICK, CO",1,,,,
"SOMERSET, MD",1,1.0,3.0,3.0,100.0
"SOCORRO, NM",1,,,,
"SHELBY, AL",1,1.0,2.0,2.0,100.0
"SHERIDAN, MT",1,,,,
"SIMPSON, KY",1,,,,
"SIOUX, ND",1,1.0,,,100.0
"SIBLEY, MN",1,,,,
"SHOSHONE, ID",1,,,,
"SHIAWASSEE, MI",1,1.0,3.0,3.0,100.0
"SHERMAN, KS",1,,,,
"SHERIDAN, WY",1,1.0,4.0,4.0,100.0
"SHERIDAN, NE",1,,,,
"SHERIDAN, KS",1,,,,
"SHELBY, IA",1,,,,
"SHENANDOAH, VA",1,,,,
"SHELBY, OH",1,1.0,3.0,3.0,100.0
"SHELBY, KY",1,1.0,3.0,3.0,100.0
"SHELBY, IN",1,1.0,3.0,3.0,100.0
"SHELBY, IL",1,1.0,3.0,3.0,100.0
"SMITH, KS",1,,,,
"SMITH, MS",1,1.0,,,100.0
"SMITH, TN",1,,,,
"ST. FRANCIS, AR",1,1.0,2.0,2.0,100.0
"ST. HELENA, LA",1,,,,
"SCURRY, TX",1,,,,
"STEPHENS, GA",1,1.0,3.0,3.0,100.0
"STANLY, NC",1,1.0,2.0,2.0,100.0
"STANTON, KS",1,,,,
"STARK, ND",1,,,,
"STARKE, IN",1,1.0,3.0,3.0,100.0
"STARR, TX",1,1.0,3.0,3.0,100.0
"STAUNTON CITY, VA",1,,,,
"STE. GENEVIEVE, MO",1,,,,
"STEELE, MN",1,1.0,4.0,4.0,100.0
"SANTA CRUZ, AZ",1,,,,
"SAWYER, WI",1,,,,
"STEPHENS, OK",1,1.0,3.0,3.0,100.0
"STEPHENS, TX",1,1.0,3.0,3.0,100.0
"STEPHENSON, IL",1,1.0,3.0,3.0,100.0
"STEUBEN, IN",1,,,,
"SANDOVAL, NM",1,1.0,3.0,3.0,100.0
"SANDERS, MT",1,,,,
"SAN PATRICIO, TX",1,1.0,3.0,3.0,100.0
"SAN MIGUEL, NM",1,1.0,2.0,2.0,100.0
"SAUNDERS, NE",1,,,,
"SCHLEICHER, TX",1,,,,
"SCREVEN, GA",1,,,,
"MIAMI, OH",1,1.0,2.0,2.0,100.0
"SCOTT BLUFF, NE",1,1.0,1.0,1.0,100.0
"SCOTT, TN",1,1.0,,,100.0
"SCOTT, MO",1,1.0,2.0,2.0,100.0
"ST. JOHN BAPTIST, LA",1,,,,
"ST. JOHNS, FL",1,1.0,2.0,2.0,100.0
"SCOTT, KY",1,1.0,4.0,4.0,100.0
"SCOTT, KS",1,,,,
"SCOTT, IN",1,,,,
"SCOTT, AR",1,,,,
"SCHOHARIE, NY",1,,,,
"SCOTLAND, NC",1,1.0,3.0,3.0,100.0
"SCOTLAND, MO",1,,,,
"ST. MARYS, MD",1,1.0,3.0,3.0,100.0
"STAFFORD, KS",1,,,,
"STAFFORD, VA",1,1.0,3.0,3.0,100.0
"SCHUYLER, NY",1,,,,
"SCHUYLER, IL",1,,,,
"SCHOOLCRAFT, MI",1,,,,
"REEVES, TX",1,,,,
"TERRY, TX",1,1.0,3.0,3.0,100.0
"REDWOOD, MN",1,,,,
"RED WILLOW, NE",1,,,,
"PINE, MN",1,,,,
"UNION, NM",1,,,,
"UNION, OH",1,1.0,4.0,4.0,100.0
"PIKE, OH",1,,,,
"UNION, OR",1,,,,
"PIKE, MO",1,,,,
"UNION, PA",1,1.0,4.0,4.0,100.0
"PIKE, IL",1,,,,
"PIKE, AL",1,1.0,2.0,2.0,100.0
"PIERCE, WI",1,,,,
"UNION, SC",1,1.0,3.0,3.0,100.0
"UNION, SD",1,1.0,5.0,5.0,100.0
"PIERCE, ND",1,,,,
"UPSHUR, WV",1,,,,
"UPSON, GA",1,1.0,2.0,2.0,100.0
"PICKENS, GA",1,1.0,4.0,4.0,100.0
"PICKENS, AL",1,1.0,3.0,3.0,100.0
"PICKAWAY, OH",1,1.0,3.0,3.0,100.0
"PIATT, IL",1,,,,
"UNION, NC",1,1.0,1.0,1.0,100.0
"UNION, MS",1,1.0,5.0,5.0,100.0
"PIPESTONE, MN",1,,,,
"PLATTE, WY",1,,,,
"POINTE COUPEE, LA",1,,,,
"POCAHONTAS, WV",1,,,,
"POCAHONTAS, IA",1,,,,
"TURNER, SD",1,,,,
"TWIN FALLS, ID",1,1.0,5.0,5.0,100.0
"TYLER, TX",1,1.0,2.0,2.0,100.0
"TYLER, WV",1,,,,
"PLYMOUTH, IA",1,,,,
"UINTAH, UT",1,1.0,4.0,4.0,100.0
"UNION, KY",1,,,,
"UNICOI, TN",1,1.0,3.0,3.0,100.0
"PLATTE, MO",1,1.0,4.0,4.0,100.0
"UNION, AR",1,1.0,2.0,2.0,100.0
"UNION, FL",1,,,,
"UNION, GA",1,1.0,4.0,4.0,100.0
"PITT, NC",1,1.0,3.0,3.0,100.0
"PITKIN, CO",1,,,,
"UNION, IA",1,,,,
"PHILLIPS, MT",1,,,,
"PHILLIPS, KS",1,,,,
"PHILLIPS, AR",1,1.0,2.0,2.0,100.0
"PAULDING, OH",1,,,,
"PEMISCOT, MO",1,1.0,3.0,3.0,100.0
"PEMBINA, ND",1,,,,
"VEGA BAJA, PR",1,1.0,,,100.0
"VENANGO, PA",1,1.0,3.0,3.0,100.0
"PEACH, GA",1,,,,
"PAWNEE, OK",1,,,,
"PAWNEE, NE",1,,,,
"VERMILLION, IN",1,,,,
"PAULDING, GA",1,1.0,5.0,5.0,100.0
"PEND OREILLE, WA",1,,,,
"VERNON, MO",1,1.0,3.0,3.0,100.0
"PASQUOTANK, NC",1,1.0,1.0,1.0,100.0
"PARMER, TX",1,,,,
"PARKER, TX",1,1.0,2.0,2.0,100.0
"PARK, MT",1,,,,
"PANOLA, TX",1,1.0,3.0,3.0,100.0
"PANOLA, MS",1,1.0,2.0,2.0,100.0
"PALO PINTO, TX",1,1.0,2.0,2.0,100.0
"VANCE, NC",1,1.0,2.0,2.0,100.0
"VAN ZANDT, TX",1,1.0,,,100.0
"UTUADO, PR",1,1.0,,,100.0
"PERRY, TN",1,1.0,3.0,3.0,100.0
"PHELPS, NE",1,,,,
"SIERRA, NM",1,,,,
"PETTIS, MO",1,1.0,3.0,3.0,100.0
"UVALDE, TX",1,,,,
"PETERSBURG BOROUGH, AK",1,,,,
"VAL VERDE, TX",1,1.0,3.0,3.0,100.0
"PERSON, NC",1,1.0,2.0,2.0,100.0
"PERSHING, NV",1,,,,
"PERRY, MO",1,,,,
"PENDER, NC",1,,,,
"PERRY, KY",1,1.0,2.0,2.0,100.0
"PERRY, IN",1,,,,
"PERKINS, NE",1,,,,
"PEPIN, WI",1,,,,
"VALLEY, MT",1,,,,
"VALLEY, NE",1,,,,
"VAN BUREN, AR",1,,,,
"VAN BUREN, IA",1,,,,
"POLK, AR",1,1.0,2.0,2.0,100.0
"TUOLUMNE, CA",1,1.0,3.0,3.0,100.0
"POLK, GA",1,,,,
"PUTNAM, MO",1,,,,
"RABUN, GA",1,,,,
"THROCKMORTON, TX",1,,,,
"QUITMAN, MS",1,,,,
"THURSTON, NE",1,,,,
"QUAY, NM",1,,,,
"TIFT, GA",1,1.0,3.0,3.0,100.0
"PUTNAM, NY",1,1.0,2.0,2.0,100.0
"TILLAMOOK, OR",1,,,,
"PUTNAM, IN",1,,,,
"THOMAS, GA",1,1.0,3.0,3.0,100.0
"PUTNAM, GA",1,,,,
"TIOGA, PA",1,,,,
"PUTNAM, FL",1,1.0,2.0,2.0,100.0
"PUSHMATAHA, OK",1,1.0,3.0,3.0,100.0
"PULASKI, VA",1,1.0,2.0,2.0,100.0
"PULASKI, KY",1,1.0,1.0,1.0,100.0
"PULASKI, IN",1,,,,
"PULASKI, GA",1,1.0,3.0,3.0,100.0
"THOMAS, KS",1,,,,
"THAYER, NE",1,,,,
"TIPTON, IN",1,,,,
"TETON, WY",1,1.0,5.0,5.0,100.0
"RED RIVER, LA",1,,,,
"REAGAN, TX",1,,,,
"TETON, ID",1,,,,
"RAY, MO",1,,,,
"RAWLINS, KS",1,,,,
"RAVALLI, MT",1,,,,
"TETON, MT",1,,,,
"RANSOM, ND",1,,,,
"RANDOLPH, WV",1,1.0,2.0,2.0,100.0
"RAMSEY, ND",1,,,,
"TEXAS, MO",1,1.0,3.0,3.0,100.0
"RANDOLPH, NC",1,1.0,3.0,3.0,100.0
"RANDOLPH, MO",1,1.0,3.0,3.0,100.0
"RANDOLPH, IN",1,,,,
"TEXAS, OK",1,,,,
"RANDOLPH, GA",1,,,,
"RANDOLPH, AR",1,1.0,3.0,3.0,100.0
"RANDOLPH, AL",1,1.0,3.0,3.0,100.0
"TIPPAH, MS",1,,,,
"TIPTON, TN",1,1.0,3.0,3.0,100.0
"TROUSDALE, TN",1,,,,
"PONDERA, MT",1,,,,
"TRANSYLVANIA, NC",1,,,,
"PORTAGE, WI",1,1.0,5.0,5.0,100.0
"TRAVERSE, MN",1,,,,
"TREGO, KS",1,,,,
"PORTAGE, OH",1,1.0,2.0,2.0,100.0
"POPE, MN",1,,,,
"POPE, AR",1,1.0,2.0,2.0,100.0
"PONTOTOC, MS",1,,,,
"TRIGG, KY",1,,,,
"TOWNS, GA",1,,,,
"TRINITY, CA",1,,,,
"TRIPP, SD",1,,,,
"POLK, TX",1,1.0,3.0,3.0,100.0
"POLK, OR",1,,,,
"POLK, NE",1,,,,
"POLK, NC",1,,,,
"POLK, MO",1,1.0,2.0,2.0,100.0
"TROUP, GA",1,1.0,4.0,4.0,100.0
"PORTSMOUTH CITY, VA",1,1.0,1.0,1.0,100.0
"POTTAWATOMIE, OK",1,1.0,2.0,2.0,100.0
"TISHOMINGO, MS",1,1.0,3.0,3.0,100.0
"PRAIRIE, MT",1,,,,
"PROWERS, CO",1,,,,
"TITUS, TX",1,1.0,3.0,3.0,100.0
"PRINCE EDWARD, VA",1,1.0,5.0,5.0,100.0
"PRICE, WI",1,,,,
"PRESTON, WV",1,,,,
"PRENTISS, MS",1,1.0,3.0,3.0,100.0
"TODD, SD",1,1.0,,,100.0
"PRATT, KS",1,1.0,4.0,4.0,100.0
"TOMPKINS, NY",1,1.0,2.0,2.0,100.0
"TOWNER, ND",1,,,,
"POWESHIEK, IA",1,1.0,4.0,4.0,100.0
"TOOELE, UT",1,1.0,3.0,3.0,100.0
"POWER, ID",1,,,,
"POWELL, MT",1,,,,
"TOOLE, MT",1,,,,
"TOOMBS, GA",1,1.0,3.0,3.0,100.0
"POTTER, SD",1,,,,
"POTTER, PA",1,,,,
"PHELPS, MO",1,1.0,3.0,3.0,100.0
"ABBEVILLE, SC",1,,,,
"MIAMI, IN",1,,,,
"CRITTENDEN, AR",1,,,,
"CRAWFORD, WI",1,,,,
"CRAWFORD, MI",1,1.0,3.0,3.0,100.0
"CRAWFORD, IL",1,,,,
"CRAWFORD, IA",1,,,,
"CRAWFORD, AR",1,1.0,3.0,3.0,100.0
"CRAVEN, NC",1,1.0,5.0,5.0,100.0
"CRANE, TX",1,,,,
"CRAIG, OK",1,1.0,,,100.0
"COWLITZ, WA",1,1.0,2.0,2.0,100.0
"COVINGTON, MS",1,,,,
"COSHOCTON, OH",1,1.0,3.0,3.0,100.0
"CORYELL, TX",1,,,,
"CORTLAND, NY",1,1.0,3.0,3.0,100.0
"COPIAH, MS",1,,,,
"COOPER, MO",1,1.0,3.0,3.0,100.0
"COOK, MN",1,,,,
"COOK, GA",1,1.0,,,100.0
"CONWAY, AR",1,,,,
"CONVERSE, WY",1,,,,
"CONEJOS, CO",1,,,,
"CONECUH, AL",1,1.0,3.0,3.0,100.0
"CONCORDIA, LA",1,,,,
"CONCHO, TX",1,,,,
"COMANCHE, TX",1,,,,
"COMANCHE, KS",1,,,,
"COMAL, TX",1,1.0,3.0,3.0,100.0
"COLUSA, CA",1,1.0,,,100.0
"CRISP, GA",1,1.0,3.0,3.0,100.0
"CRITTENDEN, KY",1,1.0,3.0,3.0,100.0
"DAWSON, MT",1,,,,
"CROOK, OR",1,,,,
"DAVISON, SD",1,1.0,4.0,4.0,100.0
"DAVIS, IA",1,,,,
"DAVIESS, KY",1,1.0,3.0,3.0,100.0
"DAVIESS, IN",1,1.0,4.0,4.0,100.0
"DAVIE, NC",1,1.0,5.0,5.0,100.0
"DARKE, OH",1,1.0,4.0,4.0,100.0
"DARE, NC",1,,,,
"DANIELS, MT",1,,,,
"DALLAS, IA",1,,,,
"DALLAS, AR",1,,,,
"DALLAS, AL",1,1.0,2.0,2.0,100.0
"DALLAM, TX",1,,,,
"DALE, AL",1,1.0,3.0,3.0,100.0
"CUSTER, SD",1,,,,
"CUSTER, MT",1,,,,
"CURRY, OR",1,,,,
"CURRY, NM",1,1.0,3.0,3.0,100.0
"CUMING, NE",1,,,,
"CUMBERLAND, TN",1,1.0,3.0,3.0,100.0
"CUMBERLAND, NJ",1,1.0,2.0,2.0,100.0
"CUMBERLAND, NC",1,1.0,3.0,3.0,100.0
"CUMBERLAND, KY",1,,,,
"CULPEPER, VA",1,1.0,3.0,3.0,100.0
"CULBERSON, TX",1,,,,
"CROSS, AR",1,,,,
"CROSBY, TX",1,,,,
"CROOK, WY",1,,,,
"COLUMBUS, NC",1,1.0,3.0,3.0,100.0
"COLUMBIA, WA",1,,,,
"COLUMBIA, NY",1,1.0,2.0,2.0,100.0
"COLUMBIA, AR",1,1.0,2.0,2.0,100.0
"CLAY, KY",1,1.0,4.0,4.0,100.0
"CLAY, KS",1,,,,
"CLAY, IN",1,,,,
"CLAY, IL",1,,,,
"CLAY, IA",1,1.0,3.0,3.0,100.0
"CLAY, AR",1,,,,
"CLAY, AL",1,1.0,4.0,4.0,100.0
"CLARKE, MS",1,,,,
"CLARKE, IA",1,,,,
"CLARK, WI",1,,,,
"CLARK, KY",1,1.0,3.0,3.0,100.0
"CLARK, KS",1,,,,
"CLARK, AR",1,,,,
"CLARENDON, SC",1,1.0,3.0,3.0,100.0
"CLARE, MI",1,1.0,4.0,4.0,100.0
"CLAIBORNE, TN",1,1.0,2.0,2.0,100.0
"CLAIBORNE, MS",1,,,,
"CLAIBORNE, LA",1,1.0,3.0,3.0,100.0
"CIMARRON, OK",1,,,,
"CIDRA, PR",1,,,,
"CHURCHILL, NV",1,,,,
"CHOWAN, NC",1,,,,
"CHOCTAW, OK",1,1.0,2.0,2.0,100.0
"CHOCTAW, MS",1,,,,
"CHOCTAW, AL",1,,,,
"CHITTENDEN, VT",1,1.0,3.0,3.0,100.0
"CHISAGO, MN",1,1.0,4.0,4.0,100.0
"CLAY, MS",1,1.0,3.0,3.0,100.0
"CLAY, SD",1,,,,
"CLAY, TN",1,,,,
"COAHOMA, MS",1,1.0,3.0,3.0,100.0
"COLLINGSWORTH, TX",1,,,,
"COLLETON, SC",1,1.0,3.0,3.0,100.0
"COLFAX, NM",1,,,,
"COLFAX, NE",1,,,,
"COLES, IL",1,1.0,3.0,3.0,100.0
"COLEMAN, TX",1,,,,
"COFFEE, GA",1,1.0,2.0,2.0,100.0
"COFFEE, AL",1,1.0,3.0,3.0,100.0
"CODINGTON, SD",1,1.0,3.0,3.0,100.0
"COCKE, TN",1,1.0,3.0,3.0,100.0
"COCHRAN, TX",1,,,,
"COAL, OK",1,,,,
"CLOUD, KS",1,,,,
"CLAY, TX",1,,,,
"CLINTON, OH",1,1.0,2.0,2.0,100.0
"CLINTON, NY",1,1.0,3.0,3.0,100.0
"CLINTON, MO",1,1.0,2.0,2.0,100.0
"CLINTON, MI",1,,,,
"CLINTON, KY",1,1.0,2.0,2.0,100.0
"CLINTON, IN",1,,,,
"CLINTON, IL",1,1.0,4.0,4.0,100.0
"CLINCH, GA",1,,,,
"CLERMONT, OH",1,1.0,4.0,4.0,100.0
"CLEBURNE, AR",1,,,,
"CLEARWATER, MN",1,,,,
"CLEARWATER, ID",1,,,,
"DAWES, NE",1,,,,
"DAWSON, TX",1,1.0,,,100.0
"CHIPPEWA, MI",1,1.0,3.0,3.0,100.0
"FANNIN, TX",1,,,,
"FALLS, TX",1,1.0,4.0,4.0,100.0
"FALLON, MT",1,,,,
"FALL RIVER, SD",1,,,,
"FAIRFIELD, SC",1,,,,
"FAIRFIELD, OH",1,1.0,3.0,3.0,100.0
"FAIRBANKS NORTH STAR, AK",1,1.0,5.0,5.0,100.0
"EVANS, GA",1,1.0,4.0,4.0,100.0
"ESTILL, KY",1,,,,
"ESSEX, VA",1,1.0,3.0,3.0,100.0
"ESSEX, NY",1,,,,
"ERIE, OH",1,1.0,4.0,4.0,100.0
"ERATH, TX",1,1.0,4.0,4.0,100.0
"EMPORIA CITY, VA",1,1.0,3.0,3.0,100.0
"EMMONS, ND",1,,,,
"EMMET, MI",1,1.0,5.0,5.0,100.0
"EMMET, IA",1,,,,
"EMANUEL, GA",1,1.0,4.0,4.0,100.0
"ELMORE, ID",1,,,,
"ELLSWORTH, KS",1,,,,
"ELLIS, OK",1,,,,
"ELLIS, KS",1,1.0,3.0,3.0,100.0
"ELKO, NV",1,1.0,3.0,3.0,100.0
"ELK, PA",1,,,,
"ELBERT, GA",1,1.0,3.0,3.0,100.0
"EFFINGHAM, IL",1,1.0,3.0,3.0,100.0
"EFFINGHAM, GA",1,,,,
"EDWARDS, KS",1,,,,
"FANNIN, GA",1,1.0,2.0,2.0,100.0
"FARIBAULT, MN",1,,,,
"DAY, SD",1,,,,
"FAULK, SD",1,,,,
